Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Customer_Segment,DBSCAN_Cluster
186,3,331.0,1,3,2,6,At Risk,1,At Risk Customers,0
31,1,176.55,4,1,1,6,At Risk,0,Regular Customers,0
42,2,372.8,3,2,2,7,Potential,0,Regular Customers,0
205,2,216.5,1,2,1,4,At Risk,1,At Risk Customers,0
9,28,17654.54,5,5,5,15,Champion,3,Loyal Customers,0
265,1,138.68,1,1,1,3,At Risk,1,At Risk Customers,0
18,2,496.06,4,2,3,9,Potential,0,Regular Customers,0
12,5,2919.81,5,4,5,14,Champion,0,Regular Customers,0
176,2,750.0,2,2,3,7,Potential,1,At Risk Customers,0
40,5,2178.67,3,4,5,12,Loyal,0,Regular Customers,0
23,8,3075.04,4,5,5,14,Champion,0,Regular Customers,0
3,5,1662.3,5,4,4,13,Champion,0,Regular Customers,0
5,5,2483.63,5,4,5,14,Champion,0,Regular Customers,0
149,2,363.65,2,2,2,6,At Risk,1,At Risk Customers,0
139,4,2944.95,2,4,5,11,Loyal,0,Regular Customers,0
128,1,594.0,2,1,3,6,At Risk,0,Regular Customers,0
8,6,1335.19,5,5,4,14,Champion,0,Regular Customers,0
17,1,162.78,4,1,1,6,At Risk,0,Regular Customers,0
9,37,16587.09,5,5,5,15,Champion,3,Loyal Customers,0
161,1,405.38,2,1,2,5,At Risk,1,At Risk Customers,0
64,1,172.82,3,1,1,5,At Risk,0,Regular Customers,0
88,4,933.7,2,4,4,10,Loyal,0,Regular Customers,0
5,2,694.05,5,2,3,10,Loyal,0,Regular Customers,0
35,5,2062.7000000000003,3,4,5,12,Loyal,0,Regular Customers,0
312,1,117.85,1,1,1,3,At Risk,1,At Risk Customers,0
78,2,415.8,2,2,2,6,At Risk,0,Regular Customers,0
22,15,42055.96,4,5,5,14,Champion,3,Loyal Customers,-1
24,3,607.53,4,3,3,10,Loyal,0,Regular Customers,0
2,7,2160.7,5,5,5,15,Champion,0,Regular Customers,0
17,4,1063.9,4,4,4,12,Loyal,0,Regular Customers,0
15,4,1504.27,4,4,4,12,Loyal,0,Regular Customers,0
26,1,114.14,4,1,1,6,At Risk,0,Regular Customers,0
64,8,11581.8,3,5,5,13,Champion,0,Regular Customers,0
55,2,899.69,3,2,3,8,Potential,0,Regular Customers,0
131,3,675.6,2,3,3,8,Potential,0,Regular Customers,0
36,2,604.51,3,2,3,8,Potential,0,Regular Customers,0
288,1,462.95,1,1,2,4,At Risk,1,At Risk Customers,0
144,6,1603.99,2,5,4,11,Loyal,0,Regular Customers,0
16,7,2064.95,4,5,5,14,Champion,0,Regular Customers,0
31,8,4167.22,4,5,5,14,Champion,0,Regular Customers,0
2,3,1843.0,5,3,4,12,Loyal,0,Regular Customers,0
9,6,1064.07,5,5,4,14,Champion,0,Regular Customers,0
6,4,1387.79,5,4,4,13,Champion,0,Regular Customers,0
10,1,329.85,5,1,2,8,Potential,0,Regular Customers,0
1,11,4757.16,5,5,5,15,Champion,0,Regular Customers,0
306,1,108.07,1,1,1,3,At Risk,1,At Risk Customers,0
10,8,4017.54,5,5,5,15,Champion,0,Regular Customers,0
7,2,266.39,5,2,2,9,Potential,0,Regular Customers,0
8,8,1856.63,5,5,4,14,Champion,0,Regular Customers,0
89,1,769.8100000000001,2,1,3,6,At Risk,0,Regular Customers,0
10,1,160.18,5,1,1,7,Potential,0,Regular Customers,0
358,2,1660.9,1,2,4,7,Potential,1,At Risk Customers,0
112,1,135.95,2,1,1,4,At Risk,0,Regular Customers,0
7,4,405.47,5,4,2,11,Loyal,0,Regular Customers,0
4,86,11189.91,5,5,5,15,Champion,3,Loyal Customers,-1
198,1,144.8,1,1,1,3,At Risk,1,At Risk Customers,0
212,1,738.6,1,1,3,5,At Risk,1,At Risk Customers,0
156,1,39.24,2,1,1,4,At Risk,1,At Risk Customers,0
158,9,7374.900000000001,2,5,5,12,Loyal,0,Regular Customers,0
30,2,372.22,4,2,2,8,Potential,0,Regular Customers,0
243,1,390.54,1,1,2,4,At Risk,1,At Risk Customers,0
19,1,97.5,4,1,1,6,At Risk,0,Regular Customers,0
1,2,1239.38,5,2,4,11,Loyal,0,Regular Customers,0
74,2,558.7,2,2,3,7,Potential,0,Regular Customers,0
292,1,505.82,1,1,3,5,At Risk,1,At Risk Customers,0
3,15,6924.110000000001,5,5,5,15,Champion,3,Loyal Customers,0
31,3,409.5,4,3,2,9,Potential,0,Regular Customers,0
23,2,503.76,4,2,3,9,Potential,0,Regular Customers,0
23,4,414.76,4,4,2,10,Loyal,0,Regular Customers,0
4,3,974.42,5,3,4,12,Loyal,0,Regular Customers,0
85,1,211.32,2,1,1,4,At Risk,0,Regular Customers,0
22,4,1226.89,4,4,4,12,Loyal,0,Regular Customers,0
196,3,455.88,1,3,2,6,At Risk,1,At Risk Customers,0
107,3,534.85,2,3,3,8,Potential,0,Regular Customers,0
4,13,9785.97,5,5,5,15,Champion,3,Loyal Customers,0
318,1,120.95,1,1,1,3,At Risk,1,At Risk Customers,0
106,3,149.05,2,3,1,6,At Risk,0,Regular Customers,0
12,18,5655.91,5,5,5,15,Champion,3,Loyal Customers,0
174,2,513.7,2,2,3,7,Potential,1,At Risk Customers,0
56,1,81.57,3,1,1,5,At Risk,0,Regular Customers,0
323,1,229.47,1,1,1,3,At Risk,1,At Risk Customers,0
372,1,50.55,1,1,1,3,At Risk,1,At Risk Customers,0
9,8,1646.84,5,5,4,14,Champion,0,Regular Customers,0
1,13,4810.9400000000005,5,5,5,15,Champion,0,Regular Customers,0
11,10,3466.28,5,5,5,15,Champion,0,Regular Customers,0
53,5,3339.64,3,4,5,12,Loyal,0,Regular Customers,0
73,3,789.89,2,3,3,8,Potential,0,Regular Customers,0
7,1,204.0,5,1,1,7,Potential,0,Regular Customers,0
16,28,7277.7,4,5,5,14,Champion,3,Loyal Customers,0
4,9,2616.38,5,5,5,15,Champion,0,Regular Customers,0
64,2,689.9,3,2,3,8,Potential,0,Regular Customers,0
1,5,975.36,5,4,4,13,Champion,0,Regular Customers,0
114,6,6912.0,2,5,5,12,Loyal,0,Regular Customers,0
23,2,661.3199999999999,4,2,3,9,Potential,0,Regular Customers,0
31,3,1247.5,4,3,4,11,Loyal,0,Regular Customers,0
11,2,752.4399999999999,5,2,3,10,Loyal,0,Regular Customers,0
52,2,1010.18,3,2,4,9,Potential,0,Regular Customers,0
357,1,190.55,1,1,1,3,At Risk,1,At Risk Customers,0
55,2,642.77,3,2,3,8,Potential,0,Regular Customers,0
74,2,921.88,2,2,3,7,Potential,0,Regular Customers,0
138,3,881.07,2,3,3,8,Potential,0,Regular Customers,0
80,3,908.46,2,3,3,8,Potential,0,Regular Customers,0
9,2,676.99,5,2,3,10,Loyal,0,Regular Customers,0
273,1,516.42,1,1,3,5,At Risk,1,At Risk Customers,0
291,1,560.47,1,1,3,5,At Risk,1,At Risk Customers,0
99,1,305.28000000000003,2,1,2,5,At Risk,0,Regular Customers,0
31,2,629.31,4,2,3,9,Potential,0,Regular Customers,0
32,10,3237.54,4,5,5,14,Champion,0,Regular Customers,0
14,4,1819.41,4,4,4,12,Loyal,0,Regular Customers,0
64,2,656.6800000000001,3,2,3,8,Potential,0,Regular Customers,0
15,17,5836.86,4,5,5,14,Champion,3,Loyal Customers,0
212,1,348.15000000000003,1,1,2,4,At Risk,1,At Risk Customers,0
78,3,1214.41,2,3,4,9,Potential,0,Regular Customers,0
25,3,271.40000000000003,4,3,2,9,Potential,0,Regular Customers,0
250,1,183.4,1,1,1,3,At Risk,1,At Risk Customers,0
254,1,307.53,1,1,2,4,At Risk,1,At Risk Customers,0
72,1,248.61,3,1,1,5,At Risk,0,Regular Customers,0
191,1,346.98,1,1,2,4,At Risk,1,At Risk Customers,0
13,4,1105.59,5,4,4,13,Champion,0,Regular Customers,0
373,1,205.86,1,1,1,3,At Risk,1,At Risk Customers,0
24,2,470.8,4,2,2,8,Potential,0,Regular Customers,0
82,1,115.46,2,1,1,4,At Risk,0,Regular Customers,0
10,2,344.0,5,2,2,9,Potential,0,Regular Customers,0
1,24,4431.44,5,5,5,15,Champion,3,Loyal Customers,0
192,1,228.8,1,1,1,3,At Risk,1,At Risk Customers,0
267,1,177.15,1,1,1,3,At Risk,1,At Risk Customers,0
130,1,919.61,2,1,3,6,At Risk,0,Regular Customers,0
1,4,728.02,5,4,3,12,Loyal,0,Regular Customers,0
3,26,12627.94,5,5,5,15,Champion,3,Loyal Customers,0
4,5,220.1,5,4,1,10,Loyal,0,Regular Customers,0
179,1,58.08,2,1,1,4,At Risk,1,At Risk Customers,0
12,11,28337.38,5,5,5,15,Champion,3,Loyal Customers,-1
126,9,3613.63,2,5,5,12,Loyal,0,Regular Customers,0
4,2,303.75,5,2,2,9,Potential,0,Regular Customers,0
158,2,416.08,2,2,2,6,At Risk,1,At Risk Customers,0
3,97,58762.08,5,5,5,15,Champion,2,VIP Customers,-1
9,14,8910.82,5,5,5,15,Champion,3,Loyal Customers,0
28,1,345.82,4,1,2,7,Potential,0,Regular Customers,0
71,5,477.83,3,4,2,9,Potential,0,Regular Customers,0
276,8,7832.47,1,5,5,11,Loyal,1,At Risk Customers,0
21,12,1927.32,4,5,4,13,Champion,0,Regular Customers,0
71,1,74.39999999999999,3,1,1,5,At Risk,0,Regular Customers,0
33,10,6003.22,4,5,5,14,Champion,0,Regular Customers,0
1,28,28882.44,5,5,5,15,Champion,3,Loyal Customers,0
99,1,207.36,2,1,1,4,At Risk,0,Regular Customers,0
234,1,101.19,1,1,1,3,At Risk,1,At Risk Customers,0
1,24,6424.09,5,5,5,15,Champion,3,Loyal Customers,0
40,1,243.94,3,1,1,5,At Risk,0,Regular Customers,0
3,6,1098.48,5,5,4,14,Champion,0,Regular Customers,0
133,1,76.5,2,1,1,4,At Risk,0,Regular Customers,0
44,4,1531.62,3,4,4,11,Loyal,0,Regular Customers,0
373,1,350.06,1,1,2,4,At Risk,1,At Risk Customers,0
60,2,786.54,3,2,3,8,Potential,0,Regular Customers,0
31,7,1488.67,4,5,4,13,Champion,0,Regular Customers,0
1,24,12245.96,5,5,5,15,Champion,3,Loyal Customers,0
12,4,2294.78,5,4,5,14,Champion,0,Regular Customers,0
138,1,501.14,2,1,3,6,At Risk,0,Regular Customers,0
22,8,984.91,4,5,4,13,Champion,0,Regular Customers,0
20,5,1197.81,4,4,4,12,Loyal,0,Regular Customers,0
239,1,30.6,1,1,1,3,At Risk,1,At Risk Customers,0
269,1,283.73,1,1,2,4,At Risk,1,At Risk Customers,0
94,2,922.39,2,2,3,7,Potential,0,Regular Customers,0
90,3,3756.33,2,3,5,10,Loyal,0,Regular Customers,0
5,8,2099.64,5,5,5,15,Champion,0,Regular Customers,0
78,1,259.17,2,1,2,5,At Risk,0,Regular Customers,0
94,1,64.0,2,1,1,4,At Risk,0,Regular Customers,0
23,3,1073.3,4,3,4,11,Loyal,0,Regular Customers,0
262,1,77.3,1,1,1,3,At Risk,1,At Risk Customers,0
274,2,109.8,1,2,1,4,At Risk,1,At Risk Customers,0
86,4,1793.58,2,4,4,10,Loyal,0,Regular Customers,0
197,1,3096.0,1,1,5,7,Potential,1,At Risk Customers,0
56,5,2607.61,3,4,5,12,Loyal,0,Regular Customers,0
11,8,3603.29,5,5,5,15,Champion,0,Regular Customers,0
22,6,962.39,4,5,4,13,Champion,0,Regular Customers,0
16,7,5064.94,4,5,5,14,Champion,0,Regular Customers,0
108,3,422.47,2,3,2,7,Potential,0,Regular Customers,0
85,5,2388.75,2,4,5,11,Loyal,0,Regular Customers,0
19,1,307.09,4,1,2,7,Potential,0,Regular Customers,0
333,1,110.95,1,1,1,3,At Risk,1,At Risk Customers,0
40,4,618.52,3,4,3,10,Loyal,0,Regular Customers,0
26,1,228.91,4,1,1,6,At Risk,0,Regular Customers,0
10,4,712.8000000000001,5,4,3,12,Loyal,0,Regular Customers,0
29,12,3683.26,4,5,5,14,Champion,0,Regular Customers,0
14,4,1676.06,4,4,4,12,Loyal,0,Regular Customers,0
296,1,1257.87,1,1,4,6,At Risk,1,At Risk Customers,0
6,1,486.22,5,1,2,8,Potential,0,Regular Customers,0
33,4,971.76,4,4,4,12,Loyal,0,Regular Customers,0
49,4,1741.22,3,4,4,11,Loyal,0,Regular Customers,0
95,4,1201.06,2,4,4,10,Loyal,0,Regular Customers,0
9,4,1429.35,5,4,4,13,Champion,0,Regular Customers,0
22,1,91.8,4,1,1,6,At Risk,0,Regular Customers,0
313,1,112.75,1,1,1,3,At Risk,1,At Risk Customers,0
122,4,1688.29,2,4,4,10,Loyal,0,Regular Customers,0
46,2,1021.48,3,2,4,9,Potential,0,Regular Customers,0
283,1,417.2,1,1,2,4,At Risk,1,At Risk Customers,0
19,4,791.33,4,4,3,11,Loyal,0,Regular Customers,0
36,4,1299.59,3,4,4,11,Loyal,0,Regular Customers,0
64,2,712.88,3,2,3,8,Potential,0,Regular Customers,0
27,1,108.81,4,1,1,6,At Risk,0,Regular Customers,0
22,3,468.41,4,3,2,9,Potential,0,Regular Customers,0
4,2,353.65,5,2,2,9,Potential,0,Regular Customers,0
16,3,2742.82,4,3,5,12,Loyal,0,Regular Customers,0
46,1,481.49,3,1,2,6,At Risk,0,Regular Customers,0
65,1,282.45,3,1,2,6,At Risk,0,Regular Customers,0
26,11,5725.47,4,5,5,14,Champion,0,Regular Customers,0
45,1,121.18,3,1,1,5,At Risk,0,Regular Customers,0
8,9,3957.78,5,5,5,15,Champion,0,Regular Customers,0
15,10,1668.95,4,5,4,13,Champion,0,Regular Customers,0
268,1,71.4,1,1,1,3,At Risk,1,At Risk Customers,0
40,3,1575.89,3,3,4,10,Loyal,0,Regular Customers,0
337,1,236.02,1,1,1,3,At Risk,1,At Risk Customers,0
11,1,114.6,5,1,1,7,Potential,0,Regular Customers,0
19,2,260.68,4,2,2,8,Potential,0,Regular Customers,0
95,2,911.94,2,2,3,7,Potential,0,Regular Customers,0
61,1,112.08,3,1,1,5,At Risk,0,Regular Customers,0
136,1,60.7,2,1,1,4,At Risk,0,Regular Customers,0
11,4,1797.78,5,4,4,13,Champion,0,Regular Customers,0
10,6,3401.24,5,5,5,15,Champion,0,Regular Customers,0
4,38,9817.12,5,5,5,15,Champion,3,Loyal Customers,0
19,4,870.09,4,4,3,11,Loyal,0,Regular Customers,0
10,4,869.46,5,4,3,12,Loyal,0,Regular Customers,0
15,2,250.26,4,2,2,8,Potential,0,Regular Customers,0
59,6,1217.65,3,5,4,12,Loyal,0,Regular Customers,0
30,8,5891.61,4,5,5,14,Champion,0,Regular Customers,0
94,1,353.48,2,1,2,5,At Risk,0,Regular Customers,0
10,3,1095.42,5,3,4,12,Loyal,0,Regular Customers,0
20,3,786.83,4,3,3,10,Loyal,0,Regular Customers,0
57,5,1520.58,3,4,4,11,Loyal,0,Regular Customers,0
268,1,333.74,1,1,2,4,At Risk,1,At Risk Customers,0
122,3,533.98,2,3,3,8,Potential,0,Regular Customers,0
127,1,62.63999999999999,2,1,1,4,At Risk,0,Regular Customers,0
78,4,819.2900000000001,2,4,3,9,Potential,0,Regular Customers,0
240,2,847.41,1,2,3,6,At Risk,1,At Risk Customers,0
200,2,163.20000000000002,1,2,1,4,At Risk,1,At Risk Customers,0
60,2,2155.95,3,2,5,10,Loyal,0,Regular Customers,0
3,7,6463.84,5,5,5,15,Champion,0,Regular Customers,0
273,1,108.21,1,1,1,3,At Risk,1,At Risk Customers,0
202,1,257.7,1,1,2,4,At Risk,1,At Risk Customers,0
81,1,358.0,2,1,2,5,At Risk,0,Regular Customers,0
226,1,160.95,1,1,1,3,At Risk,1,At Risk Customers,0
4,14,2755.63,5,5,5,15,Champion,0,Regular Customers,0
13,7,1328.35,5,5,4,14,Champion,0,Regular Customers,0
74,2,605.12,2,2,3,7,Potential,0,Regular Customers,0
212,1,1031.07,1,1,4,6,At Risk,1,At Risk Customers,0
25,2,744.85,4,2,3,9,Potential,0,Regular Customers,0
17,4,700.73,4,4,3,11,Loyal,0,Regular Customers,0
262,1,329.56,1,1,2,4,At Risk,1,At Risk Customers,0
96,4,663.65,2,4,3,9,Potential,0,Regular Customers,0
112,3,270.40000000000003,2,3,2,7,Potential,0,Regular Customers,0
203,1,585.12,1,1,3,5,At Risk,1,At Risk Customers,0
93,1,121.74,2,1,1,4,At Risk,0,Regular Customers,0
51,1,430.5,3,1,2,6,At Risk,0,Regular Customers,0
18,6,1961.52,4,5,4,13,Champion,0,Regular Customers,0
18,4,501.12,4,4,3,11,Loyal,0,Regular Customers,0
125,2,465.68,2,2,2,6,At Risk,0,Regular Customers,0
92,3,711.41,2,3,3,8,Potential,0,Regular Customers,0
157,2,1030.4,2,2,4,8,Potential,1,At Risk Customers,0
9,2,399.51,5,2,2,9,Potential,0,Regular Customers,0
12,3,672.83,5,3,3,11,Loyal,0,Regular Customers,0
62,1,283.18,3,1,2,6,At Risk,0,Regular Customers,0
61,1,557.62,3,1,3,7,Potential,0,Regular Customers,0
269,2,944.1,1,2,4,7,Potential,1,At Risk Customers,0
263,1,200.29,1,1,1,3,At Risk,1,At Risk Customers,0
1,35,7436.93,5,5,5,15,Champion,3,Loyal Customers,0
53,5,2092.66,3,4,5,12,Loyal,0,Regular Customers,0
11,12,3834.26,5,5,5,15,Champion,0,Regular Customers,0
3,19,4521.49,5,5,5,15,Champion,3,Loyal Customers,0
18,11,3174.75,4,5,5,14,Champion,0,Regular Customers,0
1,15,5343.28,5,5,5,15,Champion,3,Loyal Customers,0
366,1,590.0,1,1,3,5,At Risk,1,At Risk Customers,0
37,1,211.49,3,1,1,5,At Risk,0,Regular Customers,0
31,2,276.56,4,2,2,8,Potential,0,Regular Customers,0
113,1,138.98,2,1,1,4,At Risk,0,Regular Customers,0
64,2,590.9300000000001,3,2,3,8,Potential,0,Regular Customers,0
16,4,258.4,4,4,2,10,Loyal,0,Regular Customers,0
41,1,542.73,3,1,3,7,Potential,0,Regular Customers,0
78,1,137.75,2,1,1,4,At Risk,0,Regular Customers,0
122,3,798.46,2,3,3,8,Potential,0,Regular Customers,0
18,3,1132.14,4,3,4,11,Loyal,0,Regular Customers,0
60,2,93.66,3,2,1,6,At Risk,0,Regular Customers,0
331,1,201.19,1,1,1,3,At Risk,1,At Risk Customers,0
23,4,2709.12,4,4,5,13,Champion,0,Regular Customers,0
156,1,361.11,2,1,2,5,At Risk,1,At Risk Customers,0
39,2,578.9399999999999,3,2,3,8,Potential,0,Regular Customers,0
190,2,873.74,1,2,3,6,At Risk,1,At Risk Customers,0
360,1,201.2,1,1,1,3,At Risk,1,At Risk Customers,0
137,1,87.4,2,1,1,4,At Risk,0,Regular Customers,0
8,4,2089.85,5,4,5,14,Champion,0,Regular Customers,0
1,1,360.0,5,1,2,8,Potential,0,Regular Customers,0
268,1,142.5,1,1,1,3,At Risk,1,At Risk Customers,0
169,1,371.89,2,1,2,5,At Risk,1,At Risk Customers,0
104,4,618.09,2,4,3,9,Potential,0,Regular Customers,0
155,1,63.75,2,1,1,4,At Risk,1,At Risk Customers,0
351,1,300.42,1,1,2,4,At Risk,1,At Risk Customers,0
4,10,2000.86,5,5,4,14,Champion,0,Regular Customers,0
120,1,15.0,2,1,1,4,At Risk,0,Regular Customers,0
23,3,1385.51,4,3,4,11,Loyal,0,Regular Customers,0
7,5,1456.79,5,4,4,13,Champion,0,Regular Customers,0
28,3,1132.03,4,3,4,11,Loyal,0,Regular Customers,0
4,2,598.57,5,2,3,10,Loyal,0,Regular Customers,0
22,5,1555.32,4,4,4,12,Loyal,0,Regular Customers,0
2,3,775.94,5,3,3,11,Loyal,0,Regular Customers,0
37,4,5732.93,3,4,5,12,Loyal,0,Regular Customers,0
66,6,2273.68,3,5,5,13,Champion,0,Regular Customers,0
1,3,640.76,5,3,3,11,Loyal,0,Regular Customers,0
5,26,10845.55,5,5,5,15,Champion,3,Loyal Customers,0
78,4,1532.2,2,4,4,10,Loyal,0,Regular Customers,0
72,2,567.36,3,2,3,8,Potential,0,Regular Customers,0
17,1,199.48,4,1,1,6,At Risk,0,Regular Customers,0
3,5,787.85,5,4,3,12,Loyal,0,Regular Customers,0
36,10,7121.95,3,5,5,13,Champion,0,Regular Customers,0
82,1,675.3,2,1,3,6,At Risk,0,Regular Customers,0
39,8,3627.77,3,5,5,13,Champion,0,Regular Customers,0
316,1,1308.48,1,1,4,6,At Risk,1,At Risk Customers,0
32,2,789.0,4,2,3,9,Potential,0,Regular Customers,0
93,3,1140.93,2,3,4,9,Potential,0,Regular Customers,0
14,1,350.9,4,1,2,7,Potential,0,Regular Customers,0
82,3,3502.32,2,3,5,10,Loyal,0,Regular Customers,0
77,1,795.12,2,1,3,6,At Risk,0,Regular Customers,0
158,1,487.02,2,1,2,5,At Risk,1,At Risk Customers,0
201,1,860.12,1,1,3,5,At Risk,1,At Risk Customers,0
45,7,10736.48,3,5,5,13,Champion,0,Regular Customers,0
261,1,775.85,1,1,3,5,At Risk,1,At Risk Customers,0
178,1,353.43,2,1,2,5,At Risk,1,At Risk Customers,0
68,3,2511.69,3,3,5,11,Loyal,0,Regular Customers,0
288,1,389.5,1,1,2,4,At Risk,1,At Risk Customers,0
70,1,341.36,3,1,2,6,At Risk,0,Regular Customers,0
64,1,233.76,3,1,1,5,At Risk,0,Regular Customers,0
11,1,247.32,5,1,1,7,Potential,0,Regular Customers,0
16,2,979.12,4,2,4,10,Loyal,0,Regular Customers,0
66,1,373.94,3,1,2,6,At Risk,0,Regular Customers,0
60,1,397.98,3,1,2,6,At Risk,0,Regular Customers,0
71,1,743.53,3,1,3,7,Potential,0,Regular Customers,0
122,1,674.7,2,1,3,6,At Risk,0,Regular Customers,0
80,1,768.24,2,1,3,6,At Risk,0,Regular Customers,0
257,1,609.4,1,1,3,5,At Risk,1,At Risk Customers,0
269,1,439.03,1,1,2,4,At Risk,1,At Risk Customers,0
64,1,439.56,3,1,2,6,At Risk,0,Regular Customers,0
9,4,3090.74,5,4,5,14,Champion,0,Regular Customers,0
18,2,992.5,4,2,4,10,Loyal,0,Regular Customers,0
71,1,134.95999999999998,3,1,1,5,At Risk,0,Regular Customers,0
34,2,2225.37,3,2,5,10,Loyal,0,Regular Customers,0
50,1,56.16,3,1,1,5,At Risk,0,Regular Customers,0
257,2,623.4,1,2,3,6,At Risk,1,At Risk Customers,0
366,1,308.28000000000003,1,1,2,4,At Risk,1,At Risk Customers,0
372,1,754.87,1,1,3,5,At Risk,1,At Risk Customers,0
90,1,378.64,2,1,2,5,At Risk,0,Regular Customers,0
61,3,3312.25,3,3,5,11,Loyal,0,Regular Customers,0
89,1,778.65,2,1,3,6,At Risk,0,Regular Customers,0
99,3,1019.76,2,3,4,9,Potential,0,Regular Customers,0
26,3,572.56,4,3,3,10,Loyal,0,Regular Customers,0
32,6,3639.31,4,5,5,14,Champion,0,Regular Customers,0
281,1,222.99,1,1,1,3,At Risk,1,At Risk Customers,0
31,7,4151.93,4,5,5,14,Champion,0,Regular Customers,0
330,1,534.57,1,1,3,5,At Risk,1,At Risk Customers,0
131,2,677.1,2,2,3,7,Potential,0,Regular Customers,0
11,3,797.96,5,3,3,11,Loyal,0,Regular Customers,0
75,1,544.08,2,1,3,6,At Risk,0,Regular Customers,0
204,1,59.8,1,1,1,3,At Risk,1,At Risk Customers,0
2,8,2520.02,5,5,5,15,Champion,0,Regular Customers,0
185,1,307.72,1,1,2,4,At Risk,1,At Risk Customers,0
29,2,1360.99,4,2,4,10,Loyal,0,Regular Customers,0
73,5,1544.13,2,4,4,10,Loyal,0,Regular Customers,0
192,1,457.34,1,1,2,4,At Risk,1,At Risk Customers,0
127,2,621.23,2,2,3,7,Potential,0,Regular Customers,0
18,1,75.0,4,1,1,6,At Risk,0,Regular Customers,0
1,2,252.49,5,2,2,9,Potential,0,Regular Customers,0
74,3,572.451,2,3,3,8,Potential,0,Regular Customers,0
2,62,28117.04,5,5,5,15,Champion,3,Loyal Customers,-1
24,5,1003.06,4,4,4,12,Loyal,0,Regular Customers,0
107,1,213.55,2,1,1,4,At Risk,0,Regular Customers,0
134,3,1390.5,2,3,4,9,Potential,0,Regular Customers,0
44,2,712.5,3,2,3,8,Potential,0,Regular Customers,0
5,2,640.83,5,2,3,10,Loyal,0,Regular Customers,0
12,18,6127.43,5,5,5,15,Champion,3,Loyal Customers,0
64,1,221.06,3,1,1,5,At Risk,0,Regular Customers,0
150,2,159.85,2,2,1,5,At Risk,1,At Risk Customers,0
40,2,1833.71,3,2,4,9,Potential,0,Regular Customers,0
64,1,2626.3,3,1,5,9,Potential,0,Regular Customers,0
108,3,1624.21,2,3,4,9,Potential,0,Regular Customers,0
1,10,3641.32,5,5,5,15,Champion,0,Regular Customers,0
19,3,582.6,4,3,3,10,Loyal,0,Regular Customers,0
10,1,201.78,5,1,1,7,Potential,0,Regular Customers,0
11,4,1006.8,5,4,4,13,Champion,0,Regular Customers,0
19,2,679.45,4,2,3,9,Potential,0,Regular Customers,0
67,2,1269.1,3,2,4,9,Potential,0,Regular Customers,0
74,2,534.24,2,2,3,7,Potential,0,Regular Customers,0
5,7,3809.89,5,5,5,15,Champion,0,Regular Customers,0
2,1,196.89,5,1,1,7,Potential,0,Regular Customers,0
14,7,3408.06,4,5,5,14,Champion,0,Regular Customers,0
255,1,283.71,1,1,2,4,At Risk,1,At Risk Customers,0
92,1,296.64,2,1,2,5,At Risk,0,Regular Customers,0
23,3,1129.14,4,3,4,11,Loyal,0,Regular Customers,0
17,6,3534.69,4,5,5,14,Champion,0,Regular Customers,0
24,1,291.88,4,1,2,7,Potential,0,Regular Customers,0
27,6,2043.72,4,5,4,13,Champion,0,Regular Customers,0
26,5,2898.26,4,4,5,13,Champion,0,Regular Customers,0
259,2,590.0,1,2,3,6,At Risk,1,At Risk Customers,0
166,2,356.98,2,2,2,6,At Risk,1,At Risk Customers,0
25,2,1058.34,4,2,4,10,Loyal,0,Regular Customers,0
18,6,1766.72,4,5,4,13,Champion,0,Regular Customers,0
7,14,9646.57,5,5,5,15,Champion,3,Loyal Customers,0
29,2,183.44,4,2,1,7,Potential,0,Regular Customers,0
39,3,1445.0,3,3,4,10,Loyal,0,Regular Customers,0
253,1,151.5,1,1,1,3,At Risk,1,At Risk Customers,0
58,1,674.68,3,1,3,7,Potential,0,Regular Customers,0
184,1,307.9,1,1,2,4,At Risk,1,At Risk Customers,0
11,2,1071.91,5,2,4,11,Loyal,0,Regular Customers,0
2,37,5704.97,5,5,5,15,Champion,3,Loyal Customers,0
99,2,165.0,2,2,1,5,At Risk,0,Regular Customers,0
1,4,2501.84,5,4,5,14,Champion,0,Regular Customers,0
61,2,422.64,3,2,2,7,Potential,0,Regular Customers,0
236,1,226.84,1,1,1,3,At Risk,1,At Risk Customers,0
191,4,1431.78,1,4,4,9,Potential,1,At Risk Customers,0
179,2,1238.47,2,2,4,8,Potential,1,At Risk Customers,0
38,6,1454.58,3,5,4,12,Loyal,0,Regular Customers,0
201,2,300.95,1,2,2,5,At Risk,1,At Risk Customers,0
46,5,1804.56,3,4,4,11,Loyal,0,Regular Customers,0
232,1,184.64,1,1,1,3,At Risk,1,At Risk Customers,0
66,1,140.34,3,1,1,5,At Risk,0,Regular Customers,0
241,1,313.8,1,1,2,4,At Risk,1,At Risk Customers,0
233,1,454.24,1,1,2,4,At Risk,1,At Risk Customers,0
78,3,1122.41,2,3,4,9,Potential,0,Regular Customers,0
58,3,575.4,3,3,3,9,Potential,0,Regular Customers,0
17,13,8968.31,4,5,5,14,Champion,3,Loyal Customers,0
105,4,449.52,2,4,2,8,Potential,0,Regular Customers,0
52,10,1215.82,3,5,4,12,Loyal,0,Regular Customers,0
136,3,1269.84,2,3,4,9,Potential,0,Regular Customers,0
275,2,618.63,1,2,3,6,At Risk,1,At Risk Customers,0
