Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
157,2,420.07,2,3,2,7,Potential
227,1,511.68,1,2,3,6,At Risk
253,2,258.25,1,3,2,6,At Risk
150,1,179.17,2,2,1,5,At Risk
194,2,208.59,1,3,1,5,At Risk
1,5,1383.83,5,4,4,13,Champion
369,1,56.25,1,2,1,4,At Risk
24,1,337.28,4,2,2,8,Potential
17,3,351.73,4,4,2,10,Loyal
10,7,5126.76,5,5,5,15,Champion
8,1,164.68,5,2,1,8,Potential
20,7,1567.69,4,5,4,13,Champion
4,3,882.72,5,4,3,12,Loyal
174,1,191.94,2,2,1,5,At Risk
1,8,1228.88,5,5,4,14,Champion
178,2,264.62,2,3,2,7,Potential
16,8,1502.8600000000001,4,5,4,13,Champion
248,1,123.1,1,2,1,4,At Risk
191,2,334.23,1,3,2,6,At Risk
20,2,525.69,4,3,3,10,Loyal
154,4,167.5,2,4,1,7,Potential
173,1,323.03000000000003,2,2,2,6,At Risk
373,1,369.5,1,2,2,5,At Risk
373,1,127.08,1,2,1,4,At Risk
194,1,207.15,1,2,1,4,At Risk
67,1,426.63,3,2,2,7,Potential
4,8,2495.87,5,5,5,15,Champion
21,3,1107.46,4,4,4,12,Loyal
239,2,416.86,1,3,2,6,At Risk
64,1,145.35,3,2,1,6,At Risk
112,5,404.58,2,4,2,8,Potential
90,15,6115.01,2,5,5,12,Loyal
311,1,35.8,1,2,1,4,At Risk
134,1,337.44,2,2,2,6,At Risk
277,1,325.1,1,2,2,5,At Risk
365,1,181.0,1,2,1,4,At Risk
83,1,1708.24,2,2,4,8,Potential
8,2,955.24,5,3,4,12,Loyal
17,2,364.72,4,3,2,9,Potential
32,4,1744.71,4,4,4,12,Loyal
9,2,708.22,5,3,3,11,Loyal
34,4,781.91,3,4,3,10,Loyal
15,8,1657.28,4,5,4,13,Champion
24,14,4416.26,4,5,5,14,Champion
32,1,428.89,4,2,2,8,Potential
74,1,104.35,2,2,1,5,At Risk
20,2,470.76,4,3,2,9,Potential
17,4,808.87,4,4,3,11,Loyal
23,2,397.68,4,3,2,9,Potential
3,3,666.1,5,4,3,12,Loyal
304,1,314.1,1,2,2,5,At Risk
18,12,4199.85,4,5,5,14,Champion
367,1,307.82000000000005,1,2,2,5,At Risk
39,7,3442.15,3,5,5,13,Champion
84,1,371.01,2,2,2,6,At Risk
165,2,427.64,2,3,2,7,Potential
17,2,1054.73,4,3,4,11,Loyal
77,1,1098.78,2,2,4,8,Potential
89,3,2398.86,2,4,5,11,Loyal
25,8,3408.48,4,5,5,14,Champion
22,4,1465.12,4,4,4,12,Loyal
3,10,2780.63,5,5,5,15,Champion
123,2,1142.42,2,3,4,9,Potential
30,1,168.12,4,2,1,7,Potential
12,7,1432.77,5,5,4,14,Champion
19,1,156.78,4,2,1,7,Potential
44,2,792.11,3,3,3,9,Potential
4,1,41.989999999999995,5,2,1,8,Potential
9,7,2777.67,5,5,5,15,Champion
55,1,414.27,3,2,2,7,Potential
88,6,1032.58,2,5,4,11,Loyal
37,5,3080.22,3,4,5,12,Loyal
3,3,12393.7,5,4,5,14,Champion
30,5,2735.37,4,4,5,13,Champion
12,4,578.71,5,4,3,12,Loyal
211,1,101.4,1,2,1,4,At Risk
48,4,1693.81,3,4,4,11,Loyal
24,3,478.78,4,4,2,10,Loyal
22,4,972.11,4,4,4,12,Loyal
246,3,392.4,1,4,2,7,Potential
8,16,3352.96,5,5,5,15,Champion
35,3,1415.29,3,4,4,11,Loyal
4,47,37130.6,5,5,5,15,Champion
38,3,646.83,3,4,3,10,Loyal
4,3,704.55,5,4,3,12,Loyal
3,8,1465.51,5,5,4,14,Champion
47,1,211.88,3,2,1,6,At Risk
39,2,408.90000000000003,3,3,2,8,Potential
47,9,3786.2400000000002,3,5,5,13,Champion
17,3,851.01,4,4,3,11,Loyal
260,1,602.63,1,2,3,6,At Risk
46,3,719.81,3,4,3,10,Loyal
12,1,251.03,5,2,2,9,Potential
30,1,439.65999999999997,4,2,2,8,Potential
43,1,236.09,3,2,1,6,At Risk
92,6,934.62,2,5,4,11,Loyal
39,63,80850.84,3,5,5,13,Champion
310,1,331.24,1,2,2,5,At Risk
92,2,547.9,2,3,3,8,Potential
6,20,8778.82,5,5,5,15,Champion
196,3,437.7,1,4,2,7,Potential
87,2,758.92,2,3,3,8,Potential
270,3,855.02,1,4,3,8,Potential
8,3,471.78000000000003,5,4,2,11,Loyal
65,3,1313.55,3,4,4,11,Loyal
31,3,3166.4,4,4,5,13,Champion
22,5,1177.47,4,4,4,12,Loyal
38,4,773.99,3,4,3,10,Loyal
120,4,1340.7,2,4,4,10,Loyal
373,2,256.44,1,3,2,6,At Risk
40,3,1074.81,3,4,4,11,Loyal
174,1,137.9,2,2,1,5,At Risk
54,1,362.06,3,2,2,7,Potential
33,2,1511.95,4,3,4,11,Loyal
145,1,783.9,2,2,3,7,Potential
221,1,134.8,1,2,1,4,At Risk
45,1,650.75,3,2,3,8,Potential
16,7,2263.12,4,5,5,14,Champion
66,6,1453.16,3,5,4,12,Loyal
10,4,1153.62,5,4,4,13,Champion
260,1,335.32,1,2,2,5,At Risk
365,1,367.14,1,2,2,5,At Risk
17,5,1521.04,4,4,4,12,Loyal
22,2,852.15,4,3,3,10,Loyal
45,1,326.24,3,2,2,7,Potential
288,1,584.3199999999999,1,2,3,6,At Risk
297,1,122.39999999999999,1,2,1,4,At Risk
3,10,2234.73,5,5,5,15,Champion
284,1,79.2,1,2,1,4,At Risk
17,3,1352.0,4,4,4,12,Loyal
82,2,217.16,2,3,1,6,At Risk
56,5,2799.42,3,4,5,12,Loyal
101,2,1317.62,2,3,4,9,Potential
299,1,436.18,1,2,2,5,At Risk
23,5,981.51,4,4,4,12,Loyal
59,5,1121.39,3,4,4,11,Loyal
155,2,315.06,2,3,2,7,Potential
115,3,817.86,2,4,3,9,Potential
107,1,17.0,2,2,1,5,At Risk
12,4,1078.23,5,4,4,13,Champion
264,1,320.62,1,2,2,5,At Risk
240,1,185.04999999999998,1,2,1,4,At Risk
88,7,2005.63,2,5,4,11,Loyal
50,3,731.9,3,4,3,10,Loyal
71,1,1290.7,3,2,4,9,Potential
42,3,1842.14,3,4,4,11,Loyal
7,6,1429.64,5,5,4,14,Champion
62,1,298.21,3,2,2,7,Potential
249,1,336.96,1,2,2,5,At Risk
66,1,108.38,3,2,1,6,At Risk
18,7,3204.1600000000003,4,5,5,14,Champion
85,1,842.5,2,2,3,7,Potential
219,2,611.88,1,3,3,7,Potential
45,3,1320.95,3,4,4,11,Loyal
143,4,195.73999999999998,2,4,1,7,Potential
183,1,161.38,1,2,1,4,At Risk
171,1,135.75000000000003,2,2,1,5,At Risk
10,8,1660.8799999999999,5,5,4,14,Champion
212,1,612.78,1,2,3,6,At Risk
190,1,232.21,1,2,1,4,At Risk
8,2,423.36,5,3,2,10,Loyal
59,4,1309.14,3,4,4,11,Loyal
57,2,854.66,3,3,3,9,Potential
73,4,684.4200000000001,2,4,3,9,Potential
52,1,307.78,3,2,2,7,Potential
317,1,249.0,1,2,1,4,At Risk
367,1,289.35,1,2,2,5,At Risk
29,4,6287.77,4,4,5,13,Champion
39,1,656.25,3,2,3,8,Potential
18,5,1880.22,4,4,4,12,Loyal
52,6,3506.54,3,5,5,13,Champion
4,33,14589.04,5,5,5,15,Champion
22,2,618.09,4,3,3,10,Loyal
263,1,517.55,1,2,3,6,At Risk
60,3,709.38,3,4,3,10,Loyal
19,3,635.41,4,4,3,11,Loyal
66,2,725.18,3,3,3,9,Potential
88,1,620.4,2,2,3,7,Potential
250,1,535.34,1,2,3,6,At Risk
3,6,2424.94,5,5,5,15,Champion
247,1,175.2,1,2,1,4,At Risk
9,11,3799.4900000000002,5,5,5,15,Champion
157,3,734.13,2,4,3,9,Potential
134,1,375.0,2,2,2,6,At Risk
296,1,76.32000000000001,1,2,1,4,At Risk
5,2,280.52,5,3,2,10,Loyal
43,5,2053.02,3,4,4,11,Loyal
269,1,1829.04,1,2,4,7,Potential
50,5,1824.23,3,4,4,11,Loyal
9,9,3092.04,5,5,5,15,Champion
16,3,656.69,4,4,3,11,Loyal
282,1,348.2,1,2,2,5,At Risk
65,2,1025.44,3,3,4,10,Loyal
2,19,5533.67,5,5,5,15,Champion
252,1,37.4,1,2,1,4,At Risk
232,2,856.6,1,3,3,7,Potential
17,3,822.48,4,4,3,11,Loyal
11,27,3787.6,5,5,5,15,Champion
8,4,1822.97,5,4,4,13,Champion
51,6,1885.05,3,5,4,12,Loyal
59,1,73.2,3,2,1,6,At Risk
95,5,1140.21,2,4,4,10,Loyal
16,6,1418.32,4,5,4,13,Champion
126,3,1009.5500000000001,2,4,4,10,Loyal
94,4,1037.59,2,4,4,10,Loyal
50,1,331.95,3,2,2,7,Potential
138,1,197.9,2,2,1,5,At Risk
61,1,215.83,3,2,1,6,At Risk
100,8,10254.18,2,5,5,12,Loyal
73,1,305.54,2,2,2,6,At Risk
72,4,6617.65,3,4,5,12,Loyal
67,1,338.71000000000004,3,2,2,7,Potential
64,6,1158.79,3,5,4,12,Loyal
17,2,529.41,4,3,3,10,Loyal
23,12,4006.94,4,5,5,14,Champion
32,15,6911.4400000000005,4,5,5,14,Champion
45,4,981.86,3,4,4,11,Loyal
16,2,215.48,4,3,1,8,Potential
40,1,215.08,3,2,1,6,At Risk
3,13,5180.52,5,5,5,15,Champion
237,1,314.45,1,2,2,5,At Risk
75,1,400.68100000000004,2,2,2,6,At Risk
4,2,1068.8700000000001,5,3,4,12,Loyal
3,4,1863.47,5,4,4,13,Champion
361,1,365.27,1,2,2,5,At Risk
59,4,592.9,3,4,3,10,Loyal
23,1,384.18,4,2,2,8,Potential
31,4,757.63,4,4,3,11,Loyal
55,4,537.0600000000001,3,4,3,10,Loyal
25,1,394.38,4,2,2,8,Potential
45,2,664.26,3,3,3,9,Potential
89,5,2262.62,2,4,5,11,Loyal
2,18,21086.3,5,5,5,15,Champion
89,1,547.02,2,2,3,7,Potential
19,2,690.34,4,3,3,10,Loyal
79,1,159.0,2,2,1,5,At Risk
171,3,1062.75,2,4,4,10,Loyal
81,1,242.35,2,2,1,5,At Risk
267,1,914.9300000000001,1,2,3,6,At Risk
235,2,304.25,1,3,2,6,At Risk
30,7,3084.68,4,5,5,14,Champion
37,3,860.86,3,4,3,10,Loyal
318,1,773.5500000000001,1,2,3,6,At Risk
57,4,1295.3,3,4,4,11,Loyal
45,5,1096.32,3,4,4,11,Loyal
203,3,255.12,1,4,2,7,Potential
225,1,314.22,1,2,2,5,At Risk
87,2,1010.6,2,3,4,9,Potential
190,2,542.03,1,3,3,7,Potential
44,4,990.88,3,4,4,11,Loyal
71,3,536.6800000000001,3,4,3,10,Loyal
41,5,867.31,3,4,3,10,Loyal
78,1,432.2,2,2,2,6,At Risk
57,2,414.2,3,3,2,8,Potential
24,2,3718.8,4,3,5,12,Loyal
10,13,2590.31,5,5,5,15,Champion
8,7,3579.86,5,5,5,15,Champion
34,2,409.1,3,3,2,8,Potential
212,2,1522.75,1,3,4,8,Potential
24,3,1413.66,4,4,4,12,Loyal
170,1,114.56,2,2,1,5,At Risk
62,1,152.94,3,2,1,6,At Risk
53,5,1800.07,3,4,4,11,Loyal
261,2,389.44,1,3,2,6,At Risk
67,2,3683.86,3,3,5,11,Loyal
17,8,2619.91,4,5,5,14,Champion
267,1,752.4300000000001,1,2,3,6,At Risk
177,1,46.95,2,2,1,5,At Risk
45,5,5203.51,3,4,5,12,Loyal
51,1,1035.45,3,2,4,9,Potential
17,4,728.54,4,4,3,11,Loyal
9,9,5447.0,5,5,5,15,Champion
74,7,861.89,2,5,3,10,Loyal
71,2,667.65,3,3,3,9,Potential
353,1,1141.24,1,2,4,7,Potential
3,5,1404.64,5,4,4,13,Champion
117,1,411.7,2,2,2,6,At Risk
373,1,351.75,1,2,2,5,At Risk
197,1,559.87,1,2,3,6,At Risk
177,1,810.6000000000001,2,2,3,7,Potential
100,1,566.38,2,2,3,7,Potential
21,3,1502.78,4,4,4,12,Loyal
72,1,2062.06,3,2,5,10,Loyal
340,1,168.3,1,2,1,4,At Risk
6,5,1570.81,5,4,4,13,Champion
31,2,812.68,4,3,3,10,Loyal
170,1,142.5,2,2,1,5,At Risk
122,1,302.25,2,2,2,6,At Risk
22,10,2248.9900000000002,4,5,5,14,Champion
10,4,1328.55,5,4,4,13,Champion
269,1,301.9,1,2,2,5,At Risk
23,3,598.2,4,4,3,11,Loyal
127,1,233.22,2,2,1,5,At Risk
26,3,5360.63,4,4,5,13,Champion
139,1,361.21999999999997,2,2,2,6,At Risk
214,6,632.27,1,5,3,9,Potential
38,4,2560.0,3,4,5,12,Loyal
106,2,706.57,2,3,3,8,Potential
18,2,616.26,4,3,3,10,Loyal
3,2,274.15000000000003,5,3,2,10,Loyal
331,1,226.37,1,2,1,4,At Risk
64,8,2938.91,3,5,5,13,Champion
120,3,1341.65,2,4,4,10,Loyal
35,1,328.15,3,2,2,7,Potential
218,1,404.40000000000003,1,2,2,5,At Risk
172,2,1038.46,2,3,4,9,Potential
72,5,373.65000000000003,3,4,2,9,Potential
1,2,326.75,5,3,2,10,Loyal
196,1,207.50000000000003,1,2,1,4,At Risk
128,3,408.59000000000003,2,4,2,8,Potential
47,3,594.24,3,4,3,10,Loyal
6,14,3039.2200000000003,5,5,5,15,Champion
14,6,3820.27,4,5,5,14,Champion
18,3,251.91,4,4,2,10,Loyal
28,7,1582.8,4,5,4,13,Champion
8,22,26626.8,5,5,5,15,Champion
37,1,151.05,3,2,1,6,At Risk
157,1,214.79999999999998,2,2,1,5,At Risk
284,1,94.05,1,2,1,4,At Risk
107,1,534.31,2,2,3,7,Potential
25,4,1971.87,4,4,4,12,Loyal
75,4,322.41,2,4,2,8,Potential
16,2,328.58,4,3,2,9,Potential
158,1,101.10000000000001,2,2,1,5,At Risk
44,1,565.46,3,2,3,8,Potential
11,2,847.45,5,3,3,11,Loyal
32,7,1415.65,4,5,4,13,Champion
291,1,53.5,1,2,1,4,At Risk
21,4,1116.47,4,4,4,12,Loyal
333,1,153.9,1,2,1,4,At Risk
18,2,494.44,4,3,3,10,Loyal
4,23,6675.71,5,5,5,15,Champion
63,2,395.8,3,3,2,8,Potential
198,3,211.77,1,4,1,6,At Risk
33,3,658.88,4,4,3,11,Loyal
1,4,2027.5,5,4,4,13,Champion
7,9,1750.92,5,5,4,14,Champion
5,6,3450.41,5,5,5,15,Champion
10,4,891.21,5,4,3,12,Loyal
32,5,709.99,4,4,3,11,Loyal
53,1,109.36000000000001,3,2,1,6,At Risk
12,2,705.79,5,3,3,11,Loyal
18,9,1540.42,4,5,4,13,Champion
19,1,327.3,4,2,2,8,Potential
37,2,800.67,3,3,3,9,Potential
2,2,479.91,5,3,2,10,Loyal
18,3,1545.41,4,4,4,12,Loyal
82,4,1301.91,2,4,4,10,Loyal
33,2,355.73,4,3,2,9,Potential
66,2,466.73,3,3,2,8,Potential
9,2,974.96,5,3,4,12,Loyal
267,1,676.2,1,2,3,6,At Risk
247,3,362.95,1,4,2,7,Potential
4,4,2157.4,5,4,5,14,Champion
61,1,1743.1499999999999,3,2,4,9,Potential
75,2,643.76,2,3,3,8,Potential
90,2,584.5,2,3,3,8,Potential
60,3,554.86,3,4,3,10,Loyal
29,2,302.57,4,3,2,9,Potential
323,1,94.36,1,2,1,4,At Risk
53,4,1382.07,3,4,4,11,Loyal
270,1,217.89,1,2,1,4,At Risk
2,13,3040.96,5,5,5,15,Champion
57,5,1555.34,3,4,4,11,Loyal
61,5,1482.06,3,4,4,11,Loyal
154,2,1705.8,2,3,4,9,Potential
19,2,408.02,4,3,2,9,Potential
95,1,303.93,2,2,2,6,At Risk
1,12,4098.32,5,5,5,15,Champion
265,2,293.45,1,3,2,6,At Risk
312,1,177.5,1,2,1,4,At Risk
70,1,443.05,3,2,2,7,Potential
302,2,167.25,1,3,1,5,At Risk
19,1,154.35,4,2,1,7,Potential
13,10,2079.68,5,5,5,15,Champion
36,5,2022.98,3,4,4,11,Loyal
19,2,211.7,4,3,1,8,Potential
54,1,135.99,3,2,1,6,At Risk
57,1,262.2,3,2,2,7,Potential
22,2,126.25,4,3,1,8,Potential
44,1,200.27,3,2,1,6,At Risk
27,3,1051.4,4,4,4,12,Loyal
45,3,631.12,3,4,3,10,Loyal
113,6,958.71,2,5,4,11,Loyal
17,51,34684.4,4,5,5,14,Champion
25,1,346.12,4,2,2,8,Potential
191,1,133.56,1,2,1,4,At Risk
302,1,302.7,1,2,2,5,At Risk
2,10,1863.76,5,5,4,14,Champion
263,2,241.06,1,3,1,5,At Risk
106,1,284.55,2,2,2,6,At Risk
57,1,300.85,3,2,2,7,Potential
213,3,623.28,1,4,3,8,Potential
64,1,287.4,3,2,2,7,Potential
28,1,184.26,4,2,1,7,Potential
29,7,1511.8,4,5,4,13,Champion
6,5,798.35,5,4,3,12,Loyal
8,5,3640.67,5,4,5,14,Champion
67,2,381.2,3,3,2,8,Potential
2,3,609.3,5,4,3,12,Loyal
46,4,654.67,3,4,3,10,Loyal
34,1,230.51,3,2,1,6,At Risk
1,2,168472.5,5,3,5,13,Champion
136,1,255.91,2,2,2,6,At Risk
198,1,182.99,1,2,1,4,At Risk
198,2,707.69,1,3,3,7,Potential
150,1,311.92,2,2,2,6,At Risk
88,1,266.97,2,2,2,6,At Risk
45,2,6.9,3,3,1,7,Potential
64,7,1841.18,3,5,4,12,Loyal
99,5,2158.18,2,4,5,11,Loyal
218,1,208.36,1,2,1,4,At Risk
3,18,3482.7400000000002,5,5,5,15,Champion
28,3,811.23,4,4,3,11,Loyal
178,1,142.92,2,2,1,5,At Risk
74,3,136.0,2,4,1,7,Potential
21,4,1422.4,4,4,4,12,Loyal
20,3,1298.66,4,4,4,12,Loyal
34,7,1595.96,3,5,4,12,Loyal
74,1,74.9,2,2,1,5,At Risk
24,4,625.42,4,4,3,11,Loyal
52,4,752.77,3,4,3,10,Loyal
275,1,223.95000000000002,1,2,1,4,At Risk
165,3,316.11,2,4,2,8,Potential
7,7,1810.65,5,5,4,14,Champion
88,4,544.3,2,4,3,9,Potential
64,7,2494.46,3,5,5,13,Champion
25,3,331.0,4,4,2,10,Loyal
10,2,300.83,5,3,2,10,Loyal
76,1,769.29,2,2,3,7,Potential
16,1,220.62,4,2,1,7,Potential
192,1,139.35,1,2,1,4,At Risk
174,2,404.3,2,3,2,7,Potential
77,1,363.65,2,2,2,6,At Risk
33,3,498.8,4,4,3,11,Loyal
47,1,731.5,3,2,3,8,Potential
80,4,1351.63,2,4,4,10,Loyal
297,1,826.53,1,2,3,6,At Risk
3,3,648.26,5,4,3,12,Loyal
9,3,1599.52,5,4,4,13,Champion
50,6,2965.69,3,5,5,13,Champion
161,2,100.97,2,3,1,6,At Risk
360,2,365.45,1,3,2,6,At Risk
5,6,400.86,5,5,2,12,Loyal
107,4,1431.93,2,4,4,10,Loyal
25,1,465.88,4,2,2,8,Potential
32,1,777.6,4,2,3,9,Potential
20,2,90.30000000000001,4,3,1,8,Potential
297,1,363.7,1,2,2,5,At Risk
372,1,248.1,1,2,1,4,At Risk
22,3,918.33,4,4,3,11,Loyal
5,4,874.59,5,4,3,12,Loyal
52,5,1624.14,3,4,4,11,Loyal
30,1,101.69999999999999,4,2,1,7,Potential
277,1,162.7,1,2,1,4,At Risk
61,2,484.32,3,3,2,8,Potential
25,2,215.07999999999998,4,3,1,8,Potential
186,3,1046.57,1,4,4,9,Potential
2,21,9418.470000000001,5,5,5,15,Champion
2,26,13027.45,5,5,5,15,Champion
172,1,290.36,2,2,2,6,At Risk
81,1,228.06,2,2,1,5,At Risk
4,1,244.41,5,2,1,8,Potential
190,1,455.25,1,2,2,5,At Risk
22,7,1244.59,4,5,4,13,Champion
18,3,6748.8,4,4,5,13,Champion
19,3,1082.81,4,4,4,12,Loyal
5,1,593.75,5,2,3,10,Loyal
110,1,548.12,2,2,3,7,Potential
3,4,1388.81,5,4,4,13,Champion
54,1,119.62,3,2,1,6,At Risk
165,1,339.3,2,2,2,6,At Risk
291,2,787.15,1,3,3,7,Potential
10,10,4034.9,5,5,5,15,Champion
109,5,2298.97,2,4,5,11,Loyal
96,3,922.12,2,4,3,9,Potential
243,2,379.73,1,3,2,6,At Risk
163,12,5719.82,2,5,5,12,Loyal
42,3,837.1,3,4,3,10,Loyal
35,2,285.89,3,3,2,8,Potential
67,7,3313.79,3,5,5,13,Champion
24,2,281.85,4,3,2,9,Potential
1,20,8338.49,5,5,5,15,Champion
27,2,841.41,4,3,3,10,Loyal
6,2,511.12,5,3,3,11,Loyal
54,1,1077.74,3,2,4,9,Potential
364,1,173.7,1,2,1,4,At Risk
15,5,614.66,4,4,3,11,Loyal
194,2,865.6,1,3,3,7,Potential
3,1,124.2,5,2,1,8,Potential
15,10,3738.4,4,5,5,14,Champion
27,3,1421.69,4,4,4,12,Loyal
127,3,1009.6,2,4,4,10,Loyal
85,2,663.61,2,3,3,8,Potential
71,1,451.44,3,2,2,7,Potential
183,1,105.84,1,2,1,4,At Risk
113,1,313.62,2,2,2,6,At Risk
374,1,233.45,1,2,1,4,At Risk
80,2,936.08,2,3,4,9,Potential
249,1,463.95,1,2,2,5,At Risk
232,1,225.15,1,2,1,4,At Risk
71,3,459.24,3,4,2,9,Potential
69,1,213.5,3,2,1,6,At Risk
4,16,4113.68,5,5,5,15,Champion
51,3,330.03,3,4,2,9,Potential
75,1,181.09,2,2,1,5,At Risk
61,1,360.16,3,2,2,7,Potential
16,2,250.15,4,3,2,9,Potential
4,1,90.04,5,2,1,8,Potential
286,1,145.04999999999998,1,2,1,4,At Risk
4,6,813.52,5,5,3,13,Champion
41,1,242.7,3,2,1,6,At Risk
36,1,528.08,3,2,3,8,Potential
75,2,482.47,2,3,2,7,Potential
18,14,3347.71,4,5,5,14,Champion
15,7,5493.46,4,5,5,14,Champion
219,1,75.66,1,2,1,4,At Risk
186,1,129.49,1,2,1,4,At Risk
33,4,1187.66,4,4,4,12,Loyal
70,1,618.59,3,2,3,8,Potential
183,1,506.19,1,2,3,6,At Risk
15,2,500.42,4,3,3,10,Loyal
236,1,151.85,1,2,1,4,At Risk
31,5,2647.59,4,4,5,13,Champion
264,1,226.21,1,2,1,4,At Risk
4,2,178.96,5,3,1,9,Potential
52,4,813.48,3,4,3,10,Loyal
246,1,129.45,1,2,1,4,At Risk
81,2,810.5699999999999,2,3,3,8,Potential
275,1,333.08,1,2,2,5,At Risk
1,17,4413.1,5,5,5,15,Champion
79,1,322.8,2,2,2,6,At Risk
30,5,2188.05,4,4,5,13,Champion
74,2,408.63,2,3,2,7,Potential
17,6,2883.1,4,5,5,14,Champion
223,2,217.9,1,3,1,5,At Risk
32,4,1154.47,4,4,4,12,Loyal
23,10,1680.72,4,5,4,13,Champion
31,3,1257.51,4,4,4,12,Loyal
106,1,231.10000000000002,2,2,1,5,At Risk
5,2,688.33,5,3,3,11,Loyal
246,1,487.51,1,2,3,6,At Risk
178,2,833.78,2,3,3,8,Potential
170,2,214.06,2,3,1,6,At Risk
43,1,290.65999999999997,3,2,2,7,Potential
72,1,518.42,3,2,3,8,Potential
59,7,6773.97,3,5,5,13,Champion
16,2,1212.66,4,3,4,11,Loyal
141,4,601.27,2,4,3,9,Potential
18,6,3789.52,4,5,5,14,Champion
22,15,8625.8,4,5,5,14,Champion
10,4,874.43,5,4,3,12,Loyal
368,1,123.24,1,2,1,4,At Risk
189,1,39.12,1,2,1,4,At Risk
16,4,1267.6499999999999,4,4,4,12,Loyal
362,1,135.39999999999998,1,2,1,4,At Risk
19,1,118.98,4,2,1,7,Potential
68,2,567.1800000000001,3,3,3,9,Potential
15,6,306.71999999999997,4,5,2,11,Loyal
24,3,1348.88,4,4,4,12,Loyal
17,11,4095.9,4,5,5,14,Champion
28,3,1692.27,4,4,4,12,Loyal
2,20,8134.9400000000005,5,5,5,15,Champion
55,2,304.24,3,3,2,8,Potential
34,4,1592.1200000000001,3,4,4,11,Loyal
3,12,3109.99,5,5,5,15,Champion
366,1,129.75,1,2,1,4,At Risk
43,1,183.7,3,2,1,6,At Risk
73,6,1770.34,2,5,4,11,Loyal
5,5,1028.0,5,4,4,13,Champion
4,28,66653.56,5,5,5,15,Champion
61,2,324.24,3,3,2,8,Potential
47,7,2959.88,3,5,5,13,Champion
1,4,1260.86,5,4,4,13,Champion
76,2,422.59999999999997,2,3,2,7,Potential
72,2,225.57999999999998,3,3,1,7,Potential
256,2,1276.0,1,3,4,8,Potential
69,2,477.86,3,3,2,8,Potential
135,4,657.9000000000001,2,4,3,9,Potential
241,1,112.75,1,2,1,4,At Risk
227,2,1998.0,1,3,4,8,Potential
9,13,5076.55,5,5,5,15,Champion
9,13,5398.3,5,5,5,15,Champion
1,20,14034.99,5,5,5,15,Champion
37,3,531.35,3,4,3,10,Loyal
46,1,656.63,3,2,3,8,Potential
85,5,3029.87,2,4,5,11,Loyal
19,10,2467.99,4,5,5,14,Champion
3,5,1651.03,5,4,4,13,Champion
9,11,3611.31,5,5,5,15,Champion
19,15,6910.78,4,5,5,14,Champion
219,3,1129.06,1,4,4,9,Potential
78,1,301.71999999999997,2,2,2,6,At Risk
267,2,901.2,1,3,3,7,Potential
24,6,3843.08,4,5,5,14,Champion
369,1,606.0500000000001,1,2,3,6,At Risk
15,7,1770.22,4,5,4,13,Champion
26,1,152.95,4,2,1,7,Potential
262,1,292.47,1,2,2,5,At Risk
17,13,4730.81,4,5,5,14,Champion
91,2,576.4,2,3,3,8,Potential
302,7,758.27,1,5,3,9,Potential
26,5,1358.74,4,4,4,12,Loyal
364,1,256.32,1,2,2,5,At Risk
46,4,1048.28,3,4,4,11,Loyal
38,21,7205.33,3,5,5,13,Champion
52,3,743.11,3,4,3,10,Loyal
32,1,603.75,4,2,3,9,Potential
52,3,646.76,3,4,3,10,Loyal
79,5,2247.41,2,4,5,11,Loyal
53,1,417.59999999999997,3,2,2,7,Potential
298,1,3.75,1,2,1,4,At Risk
177,1,323.0,2,2,2,6,At Risk
47,1,464.9,3,2,2,7,Potential
29,7,2213.13,4,5,5,14,Champion
11,7,1291.91,5,5,4,14,Champion
87,17,7180.7,2,5,5,12,Loyal
5,18,6680.11,5,5,5,15,Champion
38,2,836.06,3,3,3,9,Potential
18,5,1515.9,4,4,4,12,Loyal
45,5,623.93,3,4,3,10,Loyal
31,1,1764.72,4,2,4,10,Loyal
373,1,207.5,1,2,1,4,At Risk
58,1,223.92000000000002,3,2,1,6,At Risk
372,1,2002.4,1,2,4,7,Potential
114,3,1475.43,2,4,4,10,Loyal
215,1,239.4,1,2,1,4,At Risk
319,1,106.83000000000001,1,2,1,4,At Risk
65,1,369.34000000000003,3,2,2,7,Potential
8,3,789.79,5,4,3,12,Loyal
97,1,316.62,2,2,2,6,At Risk
20,3,1207.24,4,4,4,12,Loyal
199,1,611.85,1,2,3,6,At Risk
4,13,2790.9500000000003,5,5,5,15,Champion
294,1,34.0,1,2,1,4,At Risk
273,2,1145.6,1,3,4,8,Potential
31,11,5575.56,4,5,5,14,Champion
48,3,478.09000000000003,3,4,2,9,Potential
260,1,361.54,1,2,2,5,At Risk
58,5,757.1,3,4,3,10,Loyal
33,5,2242.61,4,4,5,13,Champion
57,1,171.59,3,2,1,6,At Risk
68,4,661.52,3,4,3,10,Loyal
10,11,1691.51,5,5,4,14,Champion
60,1,371.54,3,2,2,7,Potential
80,2,222.62,2,3,1,6,At Risk
74,2,245.94,2,3,1,6,At Risk
2,22,10611.720000000001,5,5,5,15,Champion
100,2,422.24,2,3,2,7,Potential
372,1,311.25,1,2,2,5,At Risk
10,13,2267.9500000000003,5,5,5,15,Champion
20,1,107.6,4,2,1,7,Potential
123,2,594.39,2,3,3,8,Potential
8,1,80.8,5,2,1,8,Potential
